AccountID,total_transactions,total_spend,avg_spend,max_spend,unique_locations,unique_devices,unique_merchants,LastTransactionDate,InactiveDays
AC00320,5,1678.2600000000002,335.65200000000004,1036.66,5,5,5,2023-07-11 16:39:53,173
AC00321,2,458.71999999999997,229.35999999999999,399.21,2,2,2,2023-04-04 16:12:25,271
AC00322,9,3066.67,340.74111111111114,802.89,9,9,9,2023-12-15 16:38:43,16
AC00323,4,1280.0,320.0,820.15,4,4,4,2023-12-18 16:33:01,13
AC00324,5,1033.69,206.738,410.49,5,5,5,2023-09-13 16:14:04,109
AC00325,5,1658.28,331.656,601.4,4,5,5,2023-12-04 16:08:59,27
AC00326,5,1191.04,238.208,432.18,5,5,5,2023-12-14 18:52:54,17
AC00327,6,2757.33,459.555,1225.5,5,6,6,2023-12-18 17:10:48,13
AC00328,5,753.73,150.746,378.68,4,5,5,2023-09-01 16:07:38,121
AC00329,9,1984.6200000000001,220.51333333333335,542.72,8,9,9,2023-11-27 18:28:57,34
AC00330,4,866.6700000000001,216.66750000000002,386.97,4,4,4,2023-06-08 17:08:06,206
AC00331,7,2331.31,333.0442857142857,1045.45,7,7,6,2023-10-31 16:05:00,61
AC00332,8,2359.61,294.95125,506.28,7,8,8,2023-12-18 16:32:56,13
AC00333,3,536.54,178.84666666666666,415.5,3,3,3,2023-10-19 18:06:08,73
AC00334,3,849.01,283.00333333333333,378.2,2,3,3,2023-12-26 18:13:56,5
AC00335,2,343.19,171.595,315.94,2,2,2,2023-03-20 16:02:51,286
AC00336,4,2126.4700000000003,531.6175000000001,1168.26,3,4,4,2023-09-25 16:58:25,97
AC00337,8,4393.41,549.17625,880.04,8,8,7,2023-10-30 18:58:42,62
AC00338,7,2905.38,415.05428571428575,1612.37,6,7,6,2023-11-27 16:57:08,34
AC00339,9,2508.6800000000003,278.74222222222227,675.49,8,9,9,2023-11-20 18:53:47,41
AC00340,3,769.73,256.57666666666665,432.63,3,3,3,2023-11-27 16:38:34,34
AC00341,5,504.45,100.89,184.56,5,5,5,2023-11-30 16:07:36,31
AC00342,3,629.39,209.79666666666665,331.38,3,3,3,2023-07-13 16:44:25,171
AC00344,4,2291.6800000000003,572.9200000000001,1353.93,4,4,4,2023-11-15 17:32:11,46
AC00345,9,2827.25,314.1388888888889,889.01,8,9,9,2023-12-18 18:25:05,13
AC00346,1,180.46,180.46,180.46,1,1,1,2023-03-13 16:26:30,293
AC00347,3,784.52,261.50666666666666,411.47,3,3,3,2023-12-25 16:25:42,6
AC00348,4,1444.96,361.24,858.63,4,4,4,2023-11-02 16:15:50,59
AC00349,6,1038.09,173.015,381.33,6,6,6,2023-11-15 17:23:40,46
AC00350,2,1815.84,907.92,1496.57,2,2,2,2023-07-20 16:58:05,164
AC00351,2,295.41,147.705,203.12,2,2,2,2023-02-15 16:17:59,319
AC00352,4,779.3,194.825,349.34,4,4,4,2023-10-13 16:22:08,79
AC00353,5,383.75,76.75,151.37,5,5,5,2023-09-21 18:13:38,101
AC00354,5,2087.7200000000003,417.54400000000004,1162.42,5,5,5,2023-08-23 16:35:42,130
AC00355,3,916.01,305.33666666666664,322.48,3,3,3,2023-10-10 16:49:03,82
AC00356,8,2583.27,322.90875,862.34,8,8,7,2023-09-07 17:44:26,115
AC00357,6,1840.35,306.72499999999997,806.97,6,6,6,2023-11-13 17:47:07,48
AC00358,8,3600.43,450.05375,1762.28,7,8,8,2023-11-17 16:02:02,44
AC00359,6,2079.23,346.53833333333336,877.81,5,6,6,2023-12-14 18:32:14,17
AC00360,6,1934.23,322.37166666666667,767.14,4,6,6,2023-08-29 16:24:23,124
AC00361,2,240.95,120.475,126.6,2,2,2,2023-11-27 16:16:19,34
AC00362,12,2991.32,249.27666666666667,717.74,10,12,11,2023-12-08 16:51:28,23
AC00363,12,4702.91,391.90916666666664,1362.55,11,12,12,2023-12-20 16:17:11,11
AC00364,1,143.54,143.54,143.54,1,1,1,2023-10-16 16:06:05,76
AC00365,5,989.87,197.974,280.99,5,5,5,2023-10-27 16:42:49,65
AC00366,8,3043.79,380.47375,1108.46,7,8,8,2023-08-31 16:16:15,122
AC00367,7,1635.3000000000002,233.61428571428573,490.82,7,7,7,2023-10-11 18:04:39,81
AC00368,4,1144.0,286.0,389.05,4,4,4,2023-07-18 16:38:11,166
AC00369,6,2280.04,380.00666666666666,793.88,6,6,6,2023-12-07 17:33:16,24
AC00370,7,2410.87,344.40999999999997,821.54,7,7,7,2024-01-01 18:21:50,-1
AC00371,2,328.65,164.325,321.15,2,2,2,2023-02-17 16:08:54,317
AC00372,3,2041.83,680.61,986.81,3,3,3,2023-10-16 16:30:38,76
AC00373,9,2001.19,222.35444444444445,568.07,9,9,9,2023-12-21 16:37:03,10
AC00374,6,1337.45,222.90833333333333,516.72,5,6,6,2023-12-15 17:01:58,16
AC00375,3,979.26,326.42,506.26,3,3,3,2023-12-18 18:26:07,13
AC00376,3,625.4300000000001,208.4766666666667,308.42,3,3,3,2023-05-02 16:14:22,243
AC00377,4,1188.67,297.1675,577.12,4,4,4,2023-06-22 16:38:46,192
AC00378,6,1977.91,329.6516666666667,981.76,6,5,6,2023-11-16 17:26:37,45
AC00379,2,741.48,370.74,732.53,2,2,2,2023-10-04 16:01:18,88
AC00380,6,1176.67,196.11166666666668,560.15,4,6,6,2023-12-25 16:56:06,6
AC00381,3,890.7,296.90000000000003,475.36,3,3,3,2023-10-02 16:03:09,90
AC00382,6,2327.19,387.865,1427.71,6,6,6,2023-09-04 16:48:13,118
AC00383,4,555.0200000000001,138.75500000000002,256.3,4,4,3,2023-11-24 18:51:32,37
AC00384,7,2562.23,366.03285714285715,876.57,6,7,7,2023-12-04 18:11:56,27
AC00385,7,4141.2,591.6,1431.54,7,7,7,2023-12-11 16:23:59,20
AC00386,8,1743.57,217.94625,663.45,6,7,8,2023-12-12 17:20:46,19
AC00387,3,715.35,238.45000000000002,362.04,3,3,3,2023-09-28 18:53:02,94
AC00388,2,1279.61,639.805,1030.85,2,2,2,2023-09-04 17:22:24,118
AC00389,3,936.36,312.12,557.26,3,3,3,2023-10-04 17:06:57,88
AC00390,7,1127.57,161.08142857142857,583.3,7,7,7,2023-11-06 16:42:34,55
AC00391,3,467.81,155.93666666666667,328.39,3,3,3,2023-11-09 16:47:01,52
AC00392,3,864.3399999999999,288.1133333333333,494.52,3,3,3,2023-10-16 16:11:52,76
AC00393,8,1673.6499999999999,209.20624999999998,392.05,7,8,8,2023-10-31 16:46:18,61
AC00394,7,1680.77,240.10999999999999,519.62,7,7,6,2023-11-23 17:42:11,38
AC00395,3,952.25,317.4166666666667,391.66,3,3,3,2023-11-13 16:42:28,48
AC00396,8,3286.7,410.8375,1422.55,8,8,8,2023-11-02 16:05:49,59
AC00397,7,1853.92,264.8457142857143,756.59,7,7,7,2023-09-25 16:54:22,97
AC00398,7,2860.1800000000003,408.5971428571429,1159.39,7,7,6,2023-11-27 18:26:02,34
AC00399,5,1205.73,241.14600000000002,556.04,5,5,5,2023-10-24 17:28:18,68
AC00400,5,814.56,162.91199999999998,347.63,5,5,5,2023-12-13 16:41:13,18
AC00401,6,1661.53,276.9216666666667,523.74,6,6,5,2023-11-13 16:30:21,48
AC00402,4,1314.84,328.71,770.65,4,4,4,2023-10-26 16:52:14,66
AC00403,8,980.5699999999999,122.57124999999999,395.27,8,8,7,2023-12-25 16:30:45,6
AC00404,4,349.65,87.4125,127.78,4,4,4,2023-11-21 16:58:44,40
AC00405,6,2566.05,427.675,997.43,6,6,6,2023-11-22 16:07:19,39
AC00406,1,183.71,183.71,183.71,1,1,1,2023-06-19 18:22:10,195
AC00407,7,2718.1,388.3,872.72,5,7,7,2023-12-29 16:38:21,2
AC00408,2,556.38,278.19,308.23,2,2,2,2023-06-15 16:41:00,199
AC00409,5,1314.6999999999998,262.93999999999994,568.68,4,5,5,2023-12-28 16:34:52,3
AC00410,5,1578.01,315.602,704.69,5,5,5,2023-11-23 18:00:00,38
AC00411,6,1684.78,280.7966666666667,826.23,6,6,6,2023-12-28 16:27:12,3
AC00412,4,1143.54,285.885,438.59,4,4,4,2023-10-30 17:48:09,62
AC00413,4,1441.11,360.2775,854.64,4,4,4,2023-12-29 17:37:37,2
AC00414,3,942.23,314.07666666666665,485.51,3,3,3,2023-11-29 17:55:07,32
AC00415,3,108.16999999999999,36.056666666666665,69.38,3,3,3,2023-11-06 17:22:58,55
AC00416,5,2543.88,508.776,1360.67,5,5,5,2023-10-31 16:11:57,61
AC00417,5,771.68,154.33599999999998,361.27,5,5,5,2023-10-18 17:47:52,74
AC00418,6,1718.02,286.33666666666664,1047.69,6,6,6,2023-10-16 18:53:31,76
AC00419,3,841.8199999999999,280.6066666666666,451.7,3,3,3,2023-08-11 18:42:10,142
AC00420,4,1791.58,447.895,1021.16,3,4,4,2023-12-25 16:28:20,6
AC00421,3,664.12,221.37333333333333,328.47,2,3,3,2023-11-20 16:29:28,41
AC00422,4,572.95,143.2375,235.42,4,4,4,2023-07-10 18:34:22,174
AC00423,6,3038.14,506.3566666666666,1919.11,5,6,6,2023-11-27 18:32:49,34
AC00424,5,1212.02,242.404,535.91,5,5,5,2023-07-13 17:48:24,171
AC00425,7,2487.14,355.30571428571426,644.17,7,7,6,2023-11-07 16:48:23,54
AC00426,6,1494.1599999999999,249.02666666666664,668.78,6,6,5,2023-10-23 17:25:04,69
AC00427,9,2397.55,266.39444444444445,926.53,7,9,8,2023-11-29 18:10:30,32
AC00428,3,1727.94,575.98,1116.57,3,3,3,2023-11-08 18:24:56,53
AC00429,3,279.33,93.11,199.7,3,3,3,2023-10-23 16:03:09,69
AC00430,7,1473.01,210.43,705.6,6,7,5,2023-12-25 16:58:19,6
AC00431,7,2750.4500000000003,392.92142857142863,1235.69,7,7,7,2023-06-28 16:05:19,186
AC00432,7,1673.96,239.13714285714286,537.71,7,7,7,2023-11-27 16:18:25,34
AC00433,3,1697.3,565.7666666666667,1282.86,3,3,3,2023-07-12 16:17:27,172
AC00434,7,1799.1,257.0142857142857,870.43,6,7,7,2023-11-21 17:05:17,40
AC00435,2,429.59000000000003,214.79500000000002,357.72,2,2,2,2023-08-07 17:29:48,146
AC00436,5,1034.87,206.974,329.4,3,5,5,2023-12-25 16:30:09,6
AC00437,4,922.17,230.5425,498.67,4,4,4,2023-12-05 16:19:23,26
AC00438,8,1325.53,165.69125,568.52,7,8,8,2023-12-25 18:03:33,6
AC00439,9,4185.8099999999995,465.0899999999999,903.19,7,9,8,2023-11-20 17:11:02,41
AC00440,1,201.69,201.69,201.69,1,1,1,2023-01-03 16:46:36,362
AC00441,6,1907.69,317.9483333333333,800.29,6,6,6,2023-12-04 16:25:27,27
AC00442,9,1679.32,186.5911111111111,496.03,9,9,9,2023-12-11 16:47:05,20
AC00443,4,2585.12,646.28,1076.98,4,4,4,2023-12-20 18:12:25,11
AC00444,4,496.37,124.0925,226.66,4,4,4,2023-12-27 18:55:13,4
AC00445,5,1787.5,357.5,671.73,5,5,5,2023-12-08 16:47:48,23
AC00446,5,1036.44,207.288,662.11,5,5,5,2023-12-19 16:11:38,12
AC00447,4,633.1,158.275,211.69,4,4,4,2023-10-20 16:02:07,72
AC00448,7,1177.86,168.26571428571427,590.26,6,7,7,2023-11-28 16:45:08,33
AC00449,5,796.4799999999999,159.296,341.84,5,5,5,2023-06-23 16:10:12,191
AC00450,3,920.89,306.9633333333333,654.48,3,3,3,2023-10-09 18:20:39,83
AC00451,5,1536.38,307.276,743.24,5,5,5,2023-10-09 17:48:55,83
AC00452,7,1371.72,195.96,778.49,5,7,7,2023-10-25 17:37:30,67
AC00453,9,2370.7000000000003,263.41111111111115,521.15,9,9,9,2023-09-21 16:52:18,101
AC00454,4,1976.73,494.1825,1176.28,4,4,4,2023-12-20 16:08:02,11
AC00455,7,2132.36,304.6228571428572,787.41,7,6,7,2023-11-28 18:04:26,33
AC00456,11,3090.6000000000004,280.9636363636364,1022.75,9,11,11,2023-12-05 16:01:44,26
AC00457,3,784.78,261.5933333333333,406.12,3,3,3,2023-09-05 17:02:23,117
AC00458,7,1544.96,220.70857142857145,633.87,5,7,6,2023-12-11 16:03:50,20
AC00459,7,1513.57,216.2242857142857,414.49,6,7,7,2023-12-26 17:40:23,5
AC00460,12,5570.34,464.195,1607.55,9,12,10,2024-01-01 16:45:56,-1
AC00461,3,503.19999999999993,167.73333333333332,350.46,2,3,3,2023-12-08 16:16:02,23
AC00462,6,494.2,82.36666666666666,184.51,5,6,6,2023-11-27 16:27:56,34
AC00463,4,479.56,119.89,308.68,3,4,4,2023-12-06 16:10:00,25
AC00464,8,2702.17,337.77125,1431.3,7,8,7,2023-12-29 18:29:23,2
AC00465,8,1502.65,187.83125,737.34,8,8,8,2023-10-18 18:17:05,74
AC00466,4,2635.9700000000003,658.9925000000001,1342.25,4,4,4,2023-11-06 16:35:59,55
AC00467,3,1202.19,400.73,639.57,3,3,3,2023-12-18 16:25:18,13
AC00468,4,445.52000000000004,111.38000000000001,253.55,4,4,3,2023-09-18 16:31:03,104
AC00469,1,65.57,65.57,65.57,1,1,1,2023-04-06 17:24:16,269
AC00470,4,1705.08,426.27,790.07,4,4,4,2023-05-26 17:32:29,219
AC00471,6,1769.45,294.90833333333336,436.64,4,6,6,2023-12-25 17:46:24,6
AC00472,1,588.37,588.37,588.37,1,1,1,2023-01-05 17:48:29,360
AC00473,1,57.16,57.16,57.16,1,1,1,2023-06-15 18:45:38,199
AC00474,3,1126.97,375.6566666666667,777.88,3,3,3,2023-05-01 16:23:40,244
AC00475,8,967.23,120.90375,295.64,7,8,7,2023-12-14 17:31:18,17
AC00476,1,506.81,506.81,506.81,1,1,1,2023-12-20 16:17:24,11
AC00477,3,1019.03,339.6766666666667,724.18,3,3,3,2023-12-01 16:01:26,30
AC00478,7,3046.3,435.1857142857143,795.31,7,7,7,2023-11-09 17:26:27,52
AC00479,4,1369.76,342.44,859.3,3,4,4,2023-09-13 18:49:55,109
AC00480,11,3309.5,300.8636363636364,1087.9,10,10,10,2023-09-18 16:57:44,104
AC00481,4,607.94,151.985,327.8,3,4,4,2023-11-23 17:44:29,38
AC00482,6,1594.03,265.6716666666667,686.17,5,6,5,2024-01-01 16:53:32,-1
AC00483,4,1605.72,401.43,615.58,4,4,4,2023-10-16 16:13:57,76
AC00485,2,680.99,340.495,617.66,2,2,2,2023-12-26 17:10:01,5
AC00486,1,282.26,282.26,282.26,1,1,1,2023-06-26 16:55:17,188
AC00487,4,480.52,120.13,278.28,4,4,4,2023-12-11 16:06:04,20
AC00488,4,1086.77,271.6925,744.41,4,4,4,2023-11-06 17:53:25,55
AC00489,3,397.8,132.6,209.09,3,3,3,2023-11-07 18:44:46,54
AC00490,5,1460.92,292.184,635.91,5,5,5,2023-11-28 16:55:41,33
AC00491,1,37.57,37.57,37.57,1,1,1,2023-04-26 18:35:50,249
AC00492,5,789.24,157.848,369.89,5,5,5,2023-10-18 16:44:36,74
AC00493,5,593.13,118.626,218.07,4,5,5,2023-11-06 18:42:53,55
AC00494,4,1873.41,468.3525,1142.76,3,4,3,2023-11-03 16:45:25,58
AC00495,8,2405.77,300.72125,745.03,7,8,8,2023-12-01 18:46:28,30
AC00496,3,595.88,198.62666666666667,342.57,3,3,3,2023-04-26 17:55:11,249
AC00497,6,1187.21,197.86833333333334,333.83,6,6,6,2023-11-01 17:23:46,60
AC00498,8,3051.02,381.3775,1095.09,8,8,8,2024-01-01 16:34:10,-1
AC00499,7,2321.29,331.61285714285714,837.29,7,7,7,2023-11-27 16:14:25,34
AC00500,4,646.96,161.74,225.93,3,4,4,2023-10-09 16:44:50,83
